objID,ra,dec,l,b,psfMag_u,psfMag_r,psfMag_i,psfMag_g,psfMag_z,psfMagErr_u,psfMagErr_r,psfMagErr_i,psfMagErr_g,psfMagErr_z,extinction_u,extinction_r,extinction_i,extinction_g,extinction_z,specObjID,loggadop,loggadopunc,fehadop,fehadopunc,elodiervfinal,elodiervfinalerr,SNR
1237652598487450164,312.040365869078,-7.06282230193348,40.2455162743266,-29.1240665399522,19.72769,17.83735,17.54596,18.43014,17.39027,0.03630029,0.01050399,0.0153921,0.01361946,0.02207984,0.3390116,0.1827416,0.1357966,0.2641555,0.1010077,714996504611284992,2.999336,0.2305162,-1.80169,0.001351227,-44.04031,6.148801,18.44011
1237652598489678316,317.206084638132,-7.65844096158123,42.3931745409101,-33.9463652907714,19.25071,18.11905,18.01145,18.40354,17.9512,0.03165233,0.01303382,0.01265444,0.01316294,0.0280097,0.2735479,0.1474539,0.109574,0.2131467,0.08150295,718382999351093248,3.135299,0.3065009,-2.248542,0.06090774,4.029038,8.014442,18.43575
1237652598490661106,319.306645689838,-8.07849828029335,43.1203552754788,-35.9837794051413,20.08657,18.09708,17.8351,18.7522,17.67559,0.0508648,0.0142045,0.01617602,0.02018304,0.0236889,0.6506067,0.3507045,0.2606111,0.5069484,0.1938467,719509450104268800,2.9117,0.3619163,-1.484273,0.0599,-133.1039,5.783411,15.39172
1237652598491447335,321.12562778062,-8.22338605852851,44.0135386011588,-37.6426770688388,18.76604,16.95435,16.69638,17.52809,16.54794,0.02388558,0.01511007,0.01252266,0.01730245,0.01562487,0.3077755,0.165904,0.1232845,0.2398166,0.09170098,720635625794988032,2.773134,0.09899755,-1.621005,0.03141657,-396.5885,3.174277,30.36547
1237652599560470798,310.513574929256,-5.99767244379505,40.5284267700772,-27.2874200178376,14.89468,12.5092,12.26066,13.17348,12.11757,0.01504274,0.002866118,0.002906004,0.002910819,0.01403431,0.2076253,0.1119188,0.08316768,0.1617802,0.06186147,715028115570583552,3.391366,0.06739639,-0.4196652,0.04773748,-6.304059,0.9632086,64.98208
1237652599561191537,312.131066821331,-6.1207753831893,41.2484805811653,-28.7701000402077,18.21409,16.85188,16.83934,16.96197,16.86701,0.02156756,0.01118074,0.01472634,0.00990865,0.01984672,0.2451983,0.1321723,0.09821816,0.1910569,0.07305627,714980011936868352,3.429697,0.3928017,-1.723325,0.02410129,-198.8662,3.564521,33.4991
1237652599561978280,314.031714126673,-6.37135180892626,42.005636617274,-30.5588687270327,15.19454,12.0532,11.72249,12.90387,11.53775,0.01369587,0.0002992951,0.0003341532,0.0004386744,0.0175946,0.2306891,0.1243512,0.09240626,0.1797514,0.06873327,716120206014965760,2.940892,0.230914,-0.1948711,0.01732972,2.061944,0.8741121,78.48123
1237652599562109309,314.311334984166,-6.40109319888546,42.1260055237351,-30.8184656030386,18.95526,17.60312,17.73951,17.7005,17.6704,0.02468592,0.009588541,0.01227694,0.01128676,0.02139353,0.1979624,0.1067101,0.07929702,0.1542509,0.05898242,716114158701012992,3.126358,0.506135,-0.9844656,0.1115528,-294.0013,5.084903,24.37199
1237652599562698959,315.603179281653,-6.71611605004629,42.5033361463973,-32.1001588710174,17.35085,16.04946,16.22005,14.09531,11.95388,0.01692922,0.02568511,0.03501667,0.0113428,0.01542628,0.3612669,0.1947381,0.1447113,0.2814967,0.1076386,717323346580105216,1.556129,0.4493347,-0.5729014,0.01170293,-240.2619,0.8627273,57.53598
1237652599563026542,316.329020387897,-6.72645632535274,42.8930914901281,-32.7416371939809,24.63459,24.80179,24.36206,25.11487,19.43886,0.9993132,0.6289443,0.6099722,0.7056939,8.512379,0.4005445,0.2159104,0.1604446,0.3121015,0.1193413,717345886568474624,2.74335,0.5533269,-0.7601535,0.1356,-4.558005,10.96594,11.6586
1237652599564796186,320.412801195013,-7.25878206746141,44.6585200197569,-36.5634353704701,20.16618,18.18284,17.89871,18.89289,17.68872,0.05481668,0.01995418,0.01325893,0.01851196,0.02507024,1.027161,0.5536834,0.4114461,0.8003572,0.3060403,720661189440333824,3.342619,0.6445721,-1.945414,0.1015,-102.6485,8.328527,14.75524
1237652600096883173,309.536667915767,-5.49164705852554,40.527461198028,-26.1915907185053,15.20458,16.62911,16.90019,15.53084,12.81785,0.0190175,0.6438702,0.5056849,0.362451,0.01818339,0.2616589,0.1410452,0.1048117,0.2038828,0.07796065,713952243761571840,2.64604,0.1099837,-1.40068,0.06880855,-288.4589,1.263817,55.85205
1237652600101339428,319.700893466583,-6.74885542013658,44.7935396094964,-35.6989073035469,19.67244,17.94277,17.69056,18.52089,17.55442,0.03729244,0.01478319,0.01347013,0.0193404,0.02031152,0.589255,0.3176334,0.2360356,0.4591435,0.1755672,719579818848446464,2.213384,0.115936,-1.958363,0.07337943,-136.119,8.059583,17.89722
1237652600633557097,309.114421225631,-4.85658774917536,40.9350311058462,-25.5240364670539,14.81094,12.38908,12.14823,13.08626,12.02207,0.01312025,0.0003573746,0.0004562767,0.0005028236,0.008571396,0.2857008,0.1540048,0.1144421,0.2226161,0.08512387,713913760854599680,3.485328,0.08851343,-0.1501697,0.02628944,-75.14088,0.6991335,55.33086
1237652600635065168,312.623068053055,-5.43389568887605,42.202762904434,-28.8817350437451,22.36136,18.30362,18.07386,19.62092,17.4958,0.2865749,0.01486373,0.01643347,0.0339728,0.01836971,0.2344715,0.12639,0.09392134,0.1826986,0.06986023,715101233093830656,3.256155,0.07200094,-0.2321451,0.06884515,15.29315,2.565423,15.97831
1237652600636637826,316.163997615196,-5.80139663959387,43.7663759999185,-32.1588888210107,19.72643,18.64653,17.75574,18.4421,17.6606,0.03591578,0.013568,0.01060489,0.01422419,0.02121876,0.3342261,0.180162,0.1338797,0.2604267,0.09958189,717349185103357952,3.496492,0.08144569,-0.9061866,0.02455358,-131.1423,3.848598,20.09424
1237652600637817251,318.867846496598,-6.25855849878195,44.8320120266095,-34.7374165067419,20.12443,19.98199,17.78046,18.59085,17.66124,0.06232683,0.03265124,0.01116623,0.01194693,0.02028184,0.9212261,0.4965798,0.369012,0.7178131,0.2744772,719542710331009024,2.575341,0.2056557,-1.886516,0.02842921,27.59765,3.991285,26.53403
1237652600638275918,319.923676079615,-6.2698526652736,45.4415045564304,-35.6613191126317,19.4119,17.67939,17.49413,18.22275,17.35694,0.03133206,0.01383756,0.01242692,0.01382551,0.0202663,0.478909,0.2581522,0.1918347,0.3731626,0.1426898,719608131272861696,3.168078,0.1775338,-1.277506,0.06368183,-102.4894,4.48528,20.64702
1237652601170690280,309.798472225394,-4.65800381564789,41.4841805521592,-26.0335636553424,16.75833,15.36111,15.33589,15.47467,15.30262,0.01294412,0.00807039,0.009530583,0.01078103,0.0169938,0.2610571,0.1407208,0.1045706,0.2034139,0.07778134,713946196447619072,2.612205,0.419175,-1.292446,0.09278779,-177.0477,2.01804,47.34644
1237652601172066330,312.892253388175,-4.93087120640066,42.8537275061116,-28.8800907106705,17.95249,16.61936,16.46333,16.96377,16.4018,0.01915403,0.009946024,0.01010497,0.007953188,0.01506998,0.4172049,0.2248911,0.1671182,0.3250833,0.1243052,715117450890340352,3.37298,0.1014724,-2.166391,0.04438451,-180.7739,3.050571,37.97797
1237652601172525324,314.010407114583,-5.13953258194158,43.2515142880359,-29.959038366729,18.06578,16.68179,16.51963,17.05542,16.43853,0.02170498,0.01079978,0.009292362,0.01051483,0.01475015,0.3339061,0.1799895,0.1337515,0.2601774,0.09948654,716218887183558656,3.311053,0.1332506,-2.409598,0.06518924,-33.12637,3.308952,39.68829
1237652933493784910,311.636717965534,-7.13167924523609,39.9665997954398,-28.7990551321837,18.98104,17.63694,17.64211,17.75612,17.64782,0.02625151,0.009819459,0.01196527,0.01833678,0.0218411,0.3235194,0.1743906,0.1295909,0.2520841,0.09639185,715012447529887744,3.087805,0.3617351,-1.397356,0.04230576,-148.9081,4.456666,23.55917
1237652933494047161,312.152921584793,-7.23587610973684,40.1274942855491,-29.3024174644584,20.1734,17.92984,17.85579,18.65196,17.43647,0.04419269,0.009660915,0.01696314,0.01681828,0.02078888,0.3459322,0.1864721,0.1385687,0.269548,0.1030697,714977812913612800,2.633732,0.3457293,-1.338202,0.04850668,-112.323,6.052247,15.61
1237652933495292127,315.076972903253,-7.56615569661577,41.3289135571726,-32.0318442775322,18.33587,16.31837,16.04114,16.92711,15.9078,0.01987538,0.009382968,0.0146159,0.01716348,0.01671047,0.2989298,0.1611358,0.1197411,0.232924,0.08906541,717271669533599744,3.067639,0.05237628,-1.236322,0.02757995,-16.09827,1.759631,41.98493
1237652933495554421,315.623495507507,-7.6234367093347,41.5634552302177,-32.5392261892456,19.14059,17.18801,16.9042,17.79887,16.7157,0.0245367,0.009899751,0.01338847,0.01663913,0.01545499,0.3414019,0.1840301,0.1367541,0.2660181,0.1017199,717261499051042816,2.622354,0.0890497,-2.128767,0.05915885,-194.5577,4.177584,28.61341
1237652934029672956,309.443407927717,-6.36946316570394,39.6100757169621,-26.5131549086036,16.46252,15.16271,15.14619,15.24637,15.15007,0.01378353,0.007031451,0.01065475,0.01500626,0.02075242,0.2272369,0.1224903,0.09102342,0.1770615,0.0677047,713882974529021952,3.228416,0.2322571,-1.248959,0.09232575,39.62995,2.045962,49.95479
1237652934030066512,310.322909338115,-6.47974576016848,39.948529697151,-27.3407685160748,19.11692,18.47153,17.81633,19.06484,17.43087,0.02563711,0.01049131,0.01517522,0.01606905,0.02447052,0.2102408,0.1133287,0.08421535,0.1638182,0.06264075,713833496505772032,2.926468,0.4645309,-1.900567,0.2119,-41.31393,7.240391,12.40939
1237652934030328241,310.927567708297,-6.6506181811317,40.087530674478,-27.953034184407,18.06752,16.04746,15.78171,16.65608,15.9702,0.01753222,0.01073141,0.009704525,0.01461947,0.01777328,0.1672896,0.09017616,0.06701055,0.1303509,0.04984353,715032238739187712,1.789466,0.0512927,-2.048133,0.1055974,-275.1911,2.039874,45.14243
1237652934032097475,314.950044047444,-7.13974124860908,41.7061135302235,-31.7234956126104,18.80869,17.45532,17.4542,17.58382,17.43233,0.02631697,0.03226842,0.04428341,0.02207721,0.05538543,0.3055859,0.1647237,0.1224074,0.2381104,0.09104859,717279091237087232,3.013763,0.1732212,-1.221139,0.03091967,-63.67893,4.152686,25.84178
1237652934032556131,315.935525583123,-7.37915871139188,41.9903167742563,-32.7008236240314,22.69964,20.33792,18.72623,22.14964,17.81704,1.605665,1.336565,0.9927885,0.8059898,0.1365774,0.398404,0.2147566,0.1595872,0.3104337,0.1187035,717236760039417856,3.402563,0.05120562,-0.728206,0.04784567,-10.92239,6.239793,17.17138
1237652934566609391,309.693882085151,-6.08683500016599,40.0184831730087,-26.604951129421,18.25261,16.93391,16.9008,17.01604,16.92873,0.02169657,0.00915176,0.01191325,0.01166715,0.01444946,0.2302531,0.1241161,0.09223159,0.1794116,0.06860336,713871704534837248,3.135653,0.1245358,-1.226462,0.02888626,-305.5626,3.182528,35.96216
1237652942621114629,319.719830407963,10.1068763377657,61.3074013291729,-26.4597779771737,18.71688,17.46415,17.37744,17.77327,17.34607,0.02230243,0.01510334,0.008493088,0.01464586,0.02084822,0.177216,0.09552692,0.07098674,0.1380855,0.05280109,820826428349114368,3.397895,0.09924357,-1.420174,0.0290124,-326.6192,5.983663,21.52374
1237652942622097698,321.980385661859,10.4945133295693,63.1888147160876,-27.975710869763,17.91706,16.75241,16.6683,17.05092,16.65329,0.0199508,0.01299621,0.01614136,0.01145241,0.01835269,0.199802,0.1077017,0.08003392,0.1556844,0.05953053,821952877978216448,3.269707,0.198684,-2.600059,0.03945077,-281.3824,3.030821,35.90172
1237652942626095455,331.167061506924,12.0401789243525,71.49781217597,-33.6996248076253,19.96863,18.45156,18.27619,18.84609,18.19503,0.04483528,0.01189707,0.01272077,0.01683508,0.02927374,0.476698,0.2569604,0.1909491,0.3714399,0.1420311,827616463262083072,3.205712,0.2627923,-0.9224721,0.02671001,-113.622,7.798552,12.70547
1237652943160148097,324.582723702664,11.3864847200522,65.8242902557688,-29.3822339147003,17.49861,17.40172,17.52355,17.40242,17.66145,0.01440158,0.008564396,0.01448208,0.01260956,0.02271736,0.4907238,0.2645209,0.1965674,0.3823687,0.14621,823206596011124736,2.812562,0.5475887,-3.652484,0.07686432,73.81818,17.38089,26.16889
1237652943160410308,325.141184282577,11.5096626045859,66.3406807337162,-29.7183412299777,17.21775,14.55198,14.406,15.30786,14.12094,0.01473329,0.01375668,0.001533841,0.01186168,0.01377929,0.4088916,0.2204098,0.1637881,0.3186055,0.1218283,824204398803576832,1.978274,0.7057119,-0.4667308,0.25,-60.67862,1.37686,51.42277
1237652943694069841,317.699225590605,10.6206768380875,60.438911570175,-24.5623059906533,17.15808,14.25175,15.61434,15.06081,13.79085,0.01344811,0.001000744,0.003896876,0.008822091,0.01489274,0.3449286,0.1859311,0.1381667,0.268766,0.1027707,819774746349561856,3.43916,0.07188343,-0.1248352,0.01012863,-129.2755,0.6394637,52.35403
1237652943698067682,326.944138023238,12.3319819299624,68.4022203688525,-30.4979395145293,18.17134,16.98916,17.0638,16.91075,17.11419,0.01857764,0.01254566,0.01538164,0.01319146,0.01818682,0.4005301,0.2159026,0.1604388,0.3120903,0.119337,825392146004600832,3.35638,0.1658605,-1.217944,0.0521,-333.0193,3.575878,32.86687
1237652943700427043,332.334310415864,13.0275102528933,73.3070687613413,-33.8001306547725,19.91597,18.16981,17.95839,18.66805,17.85055,0.04082205,0.009532527,0.0133166,0.01644885,0.02509764,0.3449385,0.1859364,0.1381707,0.2687738,0.1027736,827669239820216320,3.15882,0.2075154,-1.035998,0.07352261,-119.6073,5.060053,15.83084
1237652944231662246,319.301021534536,11.4120252057552,62.1808951811155,-25.3393706470188,20.92598,16.96167,16.35335,18.27445,16.03326,0.1163899,0.01753516,0.01044997,0.02498635,0.01735169,0.2908676,0.1567899,0.1165117,0.2266421,0.08666332,820895422703757312,3.423352,0.2294998,-0.8464656,0.109949,-6.936891,1.599917,29.13304
1237652944234152035,324.984519106728,12.4186168003548,67.0146256500786,-29.0079168869898,17.68845,16.48958,16.59433,16.42583,16.64987,0.01921546,0.009122637,0.02204714,0.01441429,0.01919567,0.4662931,0.2513517,0.1867812,0.3633324,0.1389309,824281639495428096,3.433774,0.2253149,-1.472451,0.0201,-159.9991,2.694237,39.37819
1237652944234742119,326.459133213361,12.5677818066999,68.2381357155153,-29.9882285332447,17.14875,15.71376,15.56682,15.97108,15.51118,0.01441295,0.01339215,0.01263457,0.01131187,0.0146474,0.36531,0.1969175,0.1463308,0.284647,0.1088432,825378676987160576,2.563625,0.1532216,-1.615995,0.0310526,-189.0427,2.044789,48.51227
1237652944236773710,331.070007248462,13.3028641002997,72.4870256734384,-32.7412126607671,19.19244,17.90125,17.75534,18.23653,17.76987,0.02625938,0.01470274,0.01517964,0.01433909,0.02215998,0.3038365,0.1637807,0.1217066,0.2367474,0.09052737,827627733256267776,2.912134,0.6447514,-2.362965,0.1035706,-151.6968,6.768451,18.87186
1237652944237101144,331.83440404191,13.4612945780946,73.2510332917405,-33.1499207847773,19.03924,17.59591,17.56842,17.73376,17.50842,0.02340497,0.01178527,0.01616441,0.02003129,0.01942624,0.284374,0.1532896,0.1139106,0.2215823,0.08472856,827659344215566336,2.045929,0.5207562,-1.616019,0.03424005,-149.999,6.085785,15.3978
1237652944767877861,317.780153266604,11.4399299694262,61.2117100664892,-24.1359335206515,21.7835,17.73631,16.85162,19.12091,16.51172,0.2203785,0.06695718,0.03825188,0.08790946,0.04703452,0.3554726,0.1916147,0.1423903,0.2769818,0.1059122,819770623180957696,3.435547,0.3332537,-0.3725424,0.1084067,9.139491,1.515333,27.28264
1237653008120873856,318.251206239283,10.42873955284,60.626287913756,-25.1122535916004,20.47572,18.55602,18.3482,19.10992,18.22423,0.07576438,0.08907702,0.09519593,0.07915784,0.1230148,0.3734092,0.2012833,0.1495751,0.2909579,0.1112564,819696955901896704,2.73437,0.5153201,-1.584518,0.088,-154.023,17.89109,14.67108
1237653008657154640,316.868113870102,10.6303482975914,59.9160644142388,-23.8989532568132,18.62364,16.54974,16.30493,17.12958,16.18087,0.02285498,0.007408313,0.01169299,0.01423236,0.01477678,0.3624217,0.1953606,0.1451739,0.2823965,0.1079827,819749732460029952,2.936798,1.415802,-0.5823525,0.0221,-71.90305,1.634774,34.08118
1237653008657941409,318.592707604463,10.9891616380056,61.3434939186851,-25.043734147149,21.70963,17.68423,17.16382,18.94463,16.89697,0.127391,0.01059657,0.01673826,0.01425478,0.01927383,0.374231,0.2017263,0.1499043,0.2915982,0.1115012,820889100511897600,3.345599,0.07987188,-0.3007082,0.0608996,-64.09575,2.410422,14.54722
1237653009194418844,317.622153610478,11.199289069354,60.8988517391548,-24.156147791391,19.61022,18.41841,18.30223,18.70389,18.24672,0.03417307,0.010177,0.01445691,0.01160814,0.03143632,0.2881307,0.1553146,0.1154154,0.2245095,0.08584786,819757429041424384,2.359555,0.879391,-2.251868,0.03614349,-176.6528,8.183627,14.03515
1237653009194418900,317.625935386682,11.2775535625566,60.9699921077183,-24.1122816811644,21.80268,17.59182,17.00535,18.89584,16.67257,0.1546793,0.008805647,0.01244939,0.01217948,0.02094673,0.3050315,0.1644249,0.1221853,0.2376785,0.09088341,819769248791422976,3.133848,0.02825928,-0.3983034,0.07240786,12.65861,1.664209,21.32329
1237656240620437972,325.587693998243,10.6783205879403,65.9411465517381,-30.5922842497638,19.88555,18.29509,18.14627,18.70944,18.1138,0.03360327,0.01542353,0.01730511,0.01743295,0.02387359,0.2900178,0.1563319,0.1161713,0.2259799,0.08641014,824187631251253248,3.485611,0.09013605,-0.4286238,0.0600425,-55.90055,5.734646,12.32327
1237656240621158608,327.324626406558,10.7773476830395,67.3401043310853,-31.8131539333823,16.8444,15.77701,15.89038,15.65125,15.96425,0.01644369,0.01641153,0.01444873,0.01713191,0.01727225,0.3267798,0.1761481,0.1308969,0.2546246,0.09736327,825341843347630080,3.248794,0.2619385,-1.730244,0.0281,-179.1326,2.215279,48.22712
1237656241158291722,327.855041758485,11.453377197983,68.3408609485111,-31.748411512006,17.15413,15.81641,15.66984,16.16935,15.64484,0.01479865,0.008842593,0.01804008,0.01637584,0.01545068,0.3971342,0.2140721,0.1590785,0.3094442,0.1183252,825329198963910656,3.488558,0.06013498,-2.180809,0.02173821,-368.4859,2.791691,45.84921
1237656241158554025,328.37310411427,11.5204035114273,68.8026831333278,-32.0778973885408,19.6067,18.21341,18.19516,18.30767,18.16725,0.02955074,0.01249568,0.01319466,0.01509304,0.0261218,0.4058309,0.21876,0.1625621,0.3162207,0.1209164,825314630434842624,2.834055,0.1693833,-1.466753,0.06401867,-97.44407,7.141197,17.45667
1237656241159143721,329.842760359908,11.5966463092418,70.0359449575896,-33.0774353253936,18.53996,17.30344,17.40154,17.22331,17.42942,0.02150894,0.01425265,0.01699893,0.01601141,0.02118967,0.336386,0.1813263,0.1347448,0.2621097,0.1002254,826446852818757632,3.110576,0.1948429,-1.666399,0.0675,-204.281,4.349434,29.3692
1237656241695096864,327.537104232162,11.7379246345923,68.3424846046335,-31.3265516560098,19.40996,17.96554,17.90707,18.14802,17.87815,0.02581988,0.01390413,0.01673944,0.01331014,0.03321644,0.2789635,0.1503731,0.1117434,0.2173665,0.08311653,825334696522049536,2.927008,0.2835983,-1.142872,0.03832438,-327.5023,5.272077,20.31846
1237656242229542954,321.872937536668,11.3076585895817,63.8308098261469,-27.3848399977764,18.37176,17.13152,17.01721,17.04079,17.06781,0.01836067,0.03031633,0.02592317,0.01339629,0.02634607,0.3714951,0.2002515,0.1488084,0.2894665,0.1106861,822041113786345472,3.139355,0.01011763,-1.12982,0.1270778,-150.4525,3.014318,36.46774
1237656242231968246,327.535972577491,12.2326582284358,68.7691835546314,-30.9927285581698,20.25118,18.90561,18.79098,19.22711,18.67897,0.04065944,0.01343588,0.01587075,0.01483038,0.03463573,0.3870629,0.2086433,0.1550443,0.3015968,0.1153245,825415235748784128,3.079731,0.02062559,-1.657532,0.07968391,-390.2464,11.79627,10.19921
1237656242232033379,327.653436709935,12.1140425603617,68.7574001125394,-31.1575076968745,18.47166,17.21938,17.16133,17.39444,17.14975,0.02347138,0.01479095,0.01934976,0.01297626,0.01911732,0.3448934,0.1859121,0.1381526,0.2687386,0.1027602,825419633795295232,3.408219,0.3764169,-1.155287,0.0868497,-309.8391,3.368197,28.85547
1237656242232361236,328.50948125871,12.3339774096101,69.611854135623,-31.6226092638959,19.01582,17.41074,17.28098,17.80056,17.25216,0.02442875,0.01513074,0.01847944,0.01691615,0.01883749,0.4083865,0.2201376,0.1635858,0.318212,0.1216778,825448770853431296,3.089223,0.5054411,-2.030075,0.08378476,-253.4424,3.158702,32.73386
1237656242768511059,326.676713333886,12.4176727906724,68.2732299490512,-30.2465640336191,19.40153,18.00669,17.93382,18.1841,17.86626,0.02666264,0.01083282,0.01248913,0.01403295,0.0180056,0.387605,0.2089355,0.1552615,0.3020192,0.115486,825378951865067520,2.439976,0.7229294,-1.320523,0.006362947,-245.9898,5.945801,17.10644
1237656242768511172,326.746201867945,12.4074624175792,68.3170242618617,-30.3038297555859,17.22171,15.95132,16.04446,16.09561,16.09529,0.01647184,0.009827122,0.0112622,0.01333015,0.01203822,0.4015184,0.2164354,0.1608347,0.3128604,0.1196315,825394070149949440,3.317657,0.2317247,-1.536707,0.0373,-336.8448,2.203549,46.48344
1237652942092042251,337.642706943218,12.4303080291882,77.5330263341833,-37.7271468740238,17.71985,15.64458,15.57158,16.26115,15.21489,0.02023238,0.01295603,0.02255389,0.01854246,0.01642464,0.3504356,0.1888996,0.1403726,0.273057,0.1044114,830980419120818176,2.481684,0.0294865,-1.167008,0.02194146,-390.3504,1.766891,45.26059
1237656242234851800,334.160999418981,13.1625191244474,74.9849539528087,-34.9250824178071,19.11962,17.24254,16.99255,17.80433,16.85438,0.02400882,0.01153648,0.01836053,0.02123676,0.02443758,0.3253437,0.175374,0.1303217,0.2535056,0.0969354,828795959361169408,2.802573,0.1307049,-1.631077,0.0319492,-204.4416,3.434618,26.21568
1237656243311870000,341.760173042122,14.7508823288933,83.3502062585592,-38.3785285485817,18.1677,15.99747,15.63694,16.58231,15.53893,0.02334831,0.02181921,0.02392801,0.017536,0.02036163,0.2915481,0.1571567,0.1167843,0.2271723,0.08686606,833278943850162176,3.360941,0.0564691,-0.7429276,0.01916736,-25.74892,1.176905,46.54831
1237656494029996211,336.810840784229,12.0470048706948,76.4404957529258,-37.4848805219927,22.00343,17.64111,17.07985,19.39335,16.86146,0.7941005,0.03028185,0.02233409,0.1432691,0.02360537,0.377013,0.2032259,0.1510186,0.2937659,0.1123301,829788548465977344,3.47736,0.2313183,-0.927284,0.02948848,-9.015768,2.504456,23.82151
1237656494566146103,335.093183594136,12.2342069931282,75.0348071080944,-36.2239591913363,17.98886,16.66275,16.53136,16.97778,16.53032,0.01457223,0.01831533,0.01593287,0.01812911,0.02032197,0.3863347,0.2082507,0.1547526,0.3010294,0.1151075,829867438425270272,3.222177,0.2058922,-1.8876,0.03981315,-58.696,4.09626,33.06337
1237656495106097220,342.197306210829,13.4642082433323,82.817739453778,-39.6685522436701,17.76139,16.495,16.38,16.81238,16.32625,0.02169202,0.01156077,0.01220794,0.01321548,0.0161962,0.2264328,0.1220568,0.09070132,0.1764349,0.06746512,833207475594356736,3.337714,0.158041,-1.744511,0.02623923,-25.23664,3.179685,38.56967
1237656495106424899,343.001276929682,13.6666146443485,83.7976293676058,-39.9605599973571,17.09816,15.80352,15.8175,15.85799,15.8642,0.01778109,0.01087906,0.01728933,0.01367075,0.02407477,0.1908453,0.1028737,0.07644615,0.1487053,0.05686189,834367185450199040,3.185371,0.3322702,-1.597904,0.0288,-123.6798,2.52128,44.52657
1237656567037362713,310.354187068416,-1.19213368701025,45.1444975074754,-24.8518791397908,18.10304,16.11089,15.83122,16.69831,15.6733,0.01707585,0.009956394,0.009198226,0.01097646,0.01454161,0.3034481,0.1635713,0.121551,0.2364447,0.09041163,2148284696562264064,3.368317,0.06074079,-1.099923,0.01366661,-136.2995,2.793073,39.87157
1237656567037493391,310.567021232732,-1.18831001746782,45.2639413925484,-25.0350841574363,18.55009,16.26678,15.97988,16.96523,15.83819,0.01938031,0.01540411,0.0115296,0.01383914,0.01645331,0.2748673,0.1481651,0.1101025,0.2141747,0.08189607,2148274526079707136,2.192942,0.05791567,-1.3298,0.05723448,-358.5002,1.878332,37.5943
1237656567037493669,310.639263294528,-1.22917816812607,45.264068848326,-25.118070880237,17.82786,15.64147,15.37697,16.31317,15.19426,0.0159017,0.01539605,0.01148096,0.01376196,0.01608063,0.2689721,0.1449873,0.1077411,0.2095813,0.08013961,2148274251201800192,2.341247,0.1049466,-1.402894,0.03972219,-150.3118,1.589391,44.8501
1237656567037559604,310.707033791067,-1.13700508587442,45.3895551438248,-25.1314410330557,20.23564,18.2042,17.92607,18.86123,17.80726,0.04472273,0.01119525,0.01387885,0.01730986,0.02330674,0.2672473,0.1440576,0.1070502,0.2082373,0.07962572,2149380360268441600,1.427768,0.08725587,-1.610849,0.04623806,-266.3411,3.999394,25.22598
1237656567037886992,311.583194215723,-1.2110086706355,45.7994899460292,-25.9289272859024,16.82365,14.80104,14.5383,15.39365,14.41715,0.01389374,0.0130328,0.01004901,0.0157366,0.01368633,0.2796659,0.1507518,0.1120247,0.2179138,0.08332581,2148231645126223872,1.931899,0.1033512,-1.382739,0.03919606,-119.2305,1.693413,50.81359
1237656567037952411,311.690464946159,-1.12019317870079,45.9464346412818,-25.9768069777013,17.87884,15.8129,15.55004,16.48399,15.38025,0.01679078,0.009198838,0.008420986,0.01563894,0.01393079,0.31038,0.167308,0.1243277,0.241846,0.092477,2148232469759944704,2.239388,0.1199925,-1.649599,0.01955106,-266.8884,2.154027,42.72852
1237656567038018610,311.82709846572,-1.08750792126974,46.0537046961746,-26.0789782545251,23.25323,18.74574,18.13677,20.08832,17.77961,0.4764523,0.01114852,0.009665797,0.02267831,0.02098651,0.3023753,0.162993,0.1211213,0.2356088,0.090092,2149345725652166656,2.695054,0.07905237,-0.05941819,0.06145515,-24.05037,2.692119,13.1691
1237656567574102676,310.088892259515,-0.672313892902531,45.4973947642974,-24.3644017029326,18.65037,16.88222,16.67656,17.46785,16.55498,0.0227999,0.01111494,0.01461809,0.01112679,0.01353313,0.2465757,0.1329147,0.09876987,0.1921301,0.07346664,2148297615823890432,2.678447,0.1212493,-2.147305,0.02915352,52.33428,4.301985,30.52703
1237656567574167953,310.182556366041,-0.704517360275632,45.5176202452757,-24.4617135058313,17.84364,15.83605,15.58937,16.4487,15.45964,0.01996414,0.01338238,0.01563385,0.01281066,0.01604027,0.2559004,0.1379411,0.102505,0.1993959,0.07624492,2148294317289007104,2.952004,0.1316709,-1.13187,0.02730615,-36.75466,2.005949,42.5051
1237656567574168276,310.103637686388,-0.825856645771522,45.3588855223148,-24.4531947576499,19.8984,18.60374,18.4772,18.9134,18.39595,0.03919519,0.01520243,0.01759993,0.01494414,0.02916965,0.255503,0.1377269,0.1023458,0.1990862,0.07612651,2149409497326577664,2.759825,0.3937593,-1.671059,0.05856659,-320.4209,6.514235,20.01043
1237656567574233228,310.281374637611,-0.799191961992653,45.4810060442131,-24.5944429954037,18.88231,14.75345,14.20406,16.10018,13.90228,0.0255358,0.009093031,0.01627277,0.01164685,0.01515126,0.2463254,0.1327798,0.09866963,0.1919351,0.07339207,2148286895585519616,2.949437,0.072945,0.02850436,0.1886943,-79.44904,0.9078666,50.76314
1237656567574299098,310.495291913719,-0.794400793993685,45.6022338417981,-24.7778607252285,18.13489,16.82294,16.86557,16.83745,16.9104,0.02007989,0.01426992,0.01134501,0.01169581,0.01571337,0.2492848,0.1343751,0.09985507,0.1942411,0.07427383,2148288269975054336,3.226103,0.3147148,-1.711842,0.0455,-202.2987,3.20061,34.7138
